Path,ParityCount
web/api/audioprocessingevent,4
web/api/audioprocessingevent/audioprocessingevent,3
web/api/audioprocessingevent/inputbuffer,2
web/api/audioprocessingevent/outputbuffer,2
web/api/audioprocessingevent/playbacktime,2
web/api/audioscheduledsourcenode,1
web/api/audioscheduledsourcenode/ended_event,2
web/api/audioscheduledsourcenode/start,0
web/api/audioscheduledsourcenode/stop,1
web/api/audiosession,null
web/api/audiosession/state,null
web/api/audiosession/statechange_event,null
web/api/audiosession/type,null
web/api/audiosinkinfo,3
web/api/audiosinkinfo/type,1
web/api/audiotrack,null
web/api/audiotrack/enabled,null
web/api/audiotrack/id,null
web/api/audiotrack/kind,null
web/api/audiotrack/label,null
web/api/audiotrack/language,null
web/api/audiotrack/sourcebuffer,null
web/api/audiotracklist,2
web/api/audiotracklist/addtrack_event,3
web/api/audiotracklist/change_event,3
web/api/audiotracklist/gettrackbyid,3
web/api/audiotracklist/length,0
web/api/audiotracklist/removetrack_event,5
web/api/audioworklet,2
web/api/audioworklet/port,null
web/api/audioworkletglobalscope,3
web/api/audioworkletglobalscope/currentframe,1
web/api/audioworkletglobalscope/currenttime,1
web/api/audioworkletglobalscope/port,null
web/api/audioworkletglobalscope/registerprocessor,3
web/api/audioworkletglobalscope/samplerate,1
web/api/audioworkletnode,4
web/api/audioworkletnode/audioworkletnode,3
web/api/audioworkletnode/parameters,3
web/api/audioworkletnode/port,2
web/api/audioworkletnode/processorerror_event,1
web/api/audioworkletprocessor,4
web/api/audioworkletprocessor/audioworkletprocessor,7
web/api/audioworkletprocessor/parameterdescriptors_static,null
web/api/audioworkletprocessor/port,1
web/api/audioworkletprocessor/process,4
web/api/authenticatorassertionresponse,null
web/api/authenticatorassertionresponse/authenticatordata,null
web/api/authenticatorassertionresponse/signature,null
web/api/authenticatorassertionresponse/userhandle,null
web/api/authenticatorattestationresponse,null
web/api/authenticatorattestationresponse/attestationobject,null
web/api/authenticatorattestationresponse/getauthenticatordata,null
web/api/authenticatorattestationresponse/getpublickey,null
web/api/authenticatorattestationresponse/getpublickeyalgorithm,null
web/api/authenticatorattestationresponse/gettransports,null
web/api/authenticatorresponse,null
web/api/authenticatorresponse/clientdatajson,null
web/api/background_fetch_api,0
web/api/background_synchronization_api,0
web/api/background_tasks_api,0
web/api/backgroundfetchevent,4
web/api/backgroundfetchevent/backgroundfetchevent,3
web/api/backgroundfetchevent/registration,4
web/api/backgroundfetchmanager,0
web/api/backgroundfetchmanager/fetch,0
web/api/backgroundfetchmanager/get,1
web/api/backgroundfetchmanager/getids,1
web/api/backgroundfetchrecord,3
web/api/backgroundfetchrecord/request,3
web/api/backgroundfetchrecord/responseready,3
web/api/backgroundfetchregistration,6
web/api/backgroundfetchregistration/abort,3
web/api/backgroundfetchregistration/downloaded,4
web/api/backgroundfetchregistration/downloadtotal,4
web/api/backgroundfetchregistration/failurereason,4
web/api/backgroundfetchregistration/id,3
web/api/backgroundfetchregistration/match,7
web/api/backgroundfetchregistration/matchall,7
web/api/backgroundfetchregistration/progress_event,5
web/api/backgroundfetchregistration/recordsavailable,5
web/api/backgroundfetchregistration/result,3
web/api/backgroundfetchregistration/uploaded,4
web/api/backgroundfetchregistration/uploadtotal,5
web/api/backgroundfetchupdateuievent,4
web/api/backgroundfetchupdateuievent/backgroundfetchupdateuievent,3
web/api/backgroundfetchupdateuievent/updateui,5
web/api/badging_api,1
web/api/barcode_detection_api,0
web/api/barcodedetector,null
web/api/barcodedetector/barcodedetector,null
web/api/barcodedetector/detect,null
web/api/barcodedetector/getsupportedformats_static,null
web/api/barprop,1
web/api/barprop/visible,3
web/api/baseaudiocontext,1
web/api/baseaudiocontext/audioworklet,0
web/api/baseaudiocontext/createanalyser,3
web/api/baseaudiocontext/createbiquadfilter,2
web/api/baseaudiocontext/createbuffer,7
web/api/baseaudiocontext/createbuffersource,5
web/api/baseaudiocontext/createchannelmerger,1
web/api/baseaudiocontext/createchannelsplitter,1
web/api/baseaudiocontext/createconstantsource,1
web/api/baseaudiocontext/createconvolver,2
web/api/baseaudiocontext/createdelay,2
web/api/baseaudiocontext/createdynamicscompressor,2
web/api/baseaudiocontext/creategain,2
web/api/baseaudiocontext/createiirfilter,2
web/api/baseaudiocontext/createoscillator,2
web/api/baseaudiocontext/createpanner,1
web/api/baseaudiocontext/createperiodicwave,4
web/api/baseaudiocontext/createscriptprocessor,6
web/api/baseaudiocontext/createstereopanner,2
web/api/baseaudiocontext/createwaveshaper,3
web/api/baseaudiocontext/currenttime,1
web/api/baseaudiocontext/decodeaudiodata,3
web/api/baseaudiocontext/destination,1
web/api/baseaudiocontext/listener,2
web/api/baseaudiocontext/samplerate,2
web/api/baseaudiocontext/state,4
web/api/baseaudiocontext/statechange_event,0
web/api/battery_status_api,4
web/api/batterymanager,null
web/api/batterymanager/charging,null
web/api/batterymanager/chargingchange_event,null
web/api/batterymanager/chargingtime,null
web/api/batterymanager/chargingtimechange_event,null
web/api/batterymanager/dischargingtime,null
web/api/batterymanager/dischargingtimechange_event,null
web/api/batterymanager/level,null
web/api/batterymanager/levelchange_event,null
web/api/beacon_api,3
web/api/beforeinstallpromptevent,0
web/api/beforeinstallpromptevent/beforeinstallpromptevent,0
web/api/beforeinstallpromptevent/platforms,0
web/api/beforeinstallpromptevent/prompt,0
web/api/beforeinstallpromptevent/userchoice,0
web/api/beforeunloadevent,6
web/api/beforeunloadevent/returnvalue,null
web/api/biquadfilternode,null
web/api/biquadfilternode/biquadfilternode,null
web/api/biquadfilternode/detune,null
web/api/biquadfilternode/frequency,null
web/api/biquadfilternode/gain,null
web/api/biquadfilternode/getfrequencyresponse,null
web/api/biquadfilternode/q,null
web/api/biquadfilternode/type,null
web/api/blob,3
web/api/blob/arraybuffer,0
web/api/blob/blob,2
web/api/blob/bytes,0
web/api/blob/size,0
web/api/blob/slice,1
web/api/blob/stream,0
web/api/blob/text,4
web/api/blob/type,0
web/api/blobevent,1
web/api/blobevent/blobevent,1
web/api/blobevent/data,1
web/api/blobevent/timecode,1
web/api/bluetooth,1
web/api/bluetooth/getavailability,2
web/api/bluetooth/getdevices,1
web/api/bluetooth/requestdevice,4
web/api/bluetoothcharacteristicproperties,0
web/api/bluetoothcharacteristicproperties/authenticatedsignedwrites,0
web/api/bluetoothcharacteristicproperties/broadcast,0
web/api/bluetoothcharacteristicproperties/indicate,0
web/api/bluetoothcharacteristicproperties/notify,1
web/api/bluetoothcharacteristicproperties/read,0
web/api/bluetoothcharacteristicproperties/reliablewrite,0
web/api/bluetoothcharacteristicproperties/writableauxiliaries,0
web/api/bluetoothcharacteristicproperties/write,1
web/api/bluetoothcharacteristicproperties/writewithoutresponse,0
web/api/bluetoothdevice,3
web/api/bluetoothdevice/gatt,1
web/api/bluetoothdevice/id,1
web/api/bluetoothdevice/name,1
web/api/bluetoothremotegattcharacteristic,7
web/api/bluetoothremotegattcharacteristic/getdescriptor,2
web/api/bluetoothremotegattcharacteristic/getdescriptors,2
web/api/bluetoothremotegattcharacteristic/properties,2
web/api/bluetoothremotegattcharacteristic/readvalue,3
web/api/bluetoothremotegattcharacteristic/service,2
web/api/bluetoothremotegattcharacteristic/startnotifications,2
web/api/bluetoothremotegattcharacteristic/stopnotifications,2
web/api/bluetoothremotegattcharacteristic/uuid,2
web/api/bluetoothremotegattcharacteristic/value,2
web/api/bluetoothremotegattcharacteristic/writevalue,5
web/api/bluetoothremotegattcharacteristic/writevaluewithoutresponse,4
web/api/bluetoothremotegattcharacteristic/writevaluewithresponse,4
web/api/bluetoothremotegattdescriptor,3
web/api/bluetoothremotegattdescriptor/characteristic,1
web/api/bluetoothremotegattdescriptor/readvalue,2
web/api/bluetoothremotegattdescriptor/uuid,3
web/api/bluetoothremotegattdescriptor/value,3
web/api/bluetoothremotegattdescriptor/writevalue,2
web/api/bluetoothremotegattserver,2
web/api/bluetoothremotegattserver/connect,2
web/api/bluetoothremotegattserver/connected,2
web/api/bluetoothremotegattserver/device,2
web/api/bluetoothremotegattserver/disconnect,2
web/api/bluetoothremotegattserver/getprimaryservice,2
web/api/bluetoothremotegattserver/getprimaryservices,2
web/api/bluetoothremotegattservice,2
web/api/bluetoothremotegattservice/device,2
web/api/bluetoothremotegattservice/getcharacteristic,2
web/api/bluetoothremotegattservice/getcharacteristics,2
web/api/bluetoothremotegattservice/isprimary,2
web/api/bluetoothremotegattservice/uuid,2
web/api/bluetoothuuid,1
web/api/bluetoothuuid/canonicaluuid_static,0
web/api/bluetoothuuid/getcharacteristic_static,0
web/api/bluetoothuuid/getdescriptor_static,0
web/api/bluetoothuuid/getservice_static,0
web/api/broadcast_channel_api,6
web/api/broadcastchannel,0
web/api/broadcastchannel/broadcastchannel,0
web/api/broadcastchannel/close,0
web/api/broadcastchannel/message_event,1
web/api/broadcastchannel/messageerror_event,1
web/api/broadcastchannel/name,0
web/api/broadcastchannel/postmessage,0
web/api/browsercapturemediastreamtrack,null
web/api/browsercapturemediastreamtrack/clone,null
web/api/browsercapturemediastreamtrack/cropto,null
web/api/browsercapturemediastreamtrack/restrictto,null
web/api/bufferedchangeevent,null
web/api/bufferedchangeevent/addedranges,null
web/api/bufferedchangeevent/bufferedchangeevent,null
web/api/bufferedchangeevent/removedranges,null
web/api/bytelengthqueuingstrategy,1
web/api/bytelengthqueuingstrategy/bytelengthqueuingstrategy,3
web/api/bytelengthqueuingstrategy/highwatermark,2
web/api/bytelengthqueuingstrategy/size,2
web/api/cache,8
web/api/cache/add,8
web/api/cache/addall,5
web/api/cache/delete,8
web/api/cache/keys,8
web/api/cache/match,9
web/api/cache/matchall,8
web/api/cache/put,8
web/api/cachestorage,6
web/api/cachestorage/delete,2
web/api/cachestorage/has,1
web/api/cachestorage/keys,2
web/api/cachestorage/match,8
web/api/cachestorage/open,1
web/api/canmakepaymentevent,null
web/api/canmakepaymentevent/canmakepaymentevent,null
web/api/canmakepaymentevent/respondwith,null
web/api/canvas_api,7
web/api/canvas_api/manipulating_video_using_canvas,6
web/api/canvas_api/tutorial,0
web/api/canvas_api/tutorial/advanced_animations,1
web/api/canvas_api/tutorial/applying_styles_and_colors,0
web/api/canvas_api/tutorial/basic_animations,0
web/api/canvas_api/tutorial/basic_usage,0
web/api/canvas_api/tutorial/compositing,1
web/api/canvas_api/tutorial/drawing_shapes,1
web/api/canvas_api/tutorial/drawing_text,0
web/api/canvas_api/tutorial/finale,0
web/api/canvas_api/tutorial/optimizing_canvas,1
web/api/canvas_api/tutorial/pixel_manipulation_with_canvas,0
web/api/canvas_api/tutorial/transformations,0
web/api/canvas_api/tutorial/using_images,2
web/api/canvascapturemediastreamtrack,null
web/api/canvascapturemediastreamtrack/canvas,null
web/api/canvascapturemediastreamtrack/requestframe,1
web/api/canvasgradient,0
web/api/canvasgradient/addcolorstop,0
web/api/canvaspattern,1
web/api/canvaspattern/settransform,3
web/api/canvasrenderingcontext2d,1
web/api/canvasrenderingcontext2d/arc,2
web/api/canvasrenderingcontext2d/arcto,13
web/api/canvasrenderingcontext2d/beginpath,2
web/api/canvasrenderingcontext2d/beziercurveto,1
web/api/canvasrenderingcontext2d/canvas,1
web/api/canvasrenderingcontext2d/clearrect,4
web/api/canvasrenderingcontext2d/clip,4
web/api/canvasrenderingcontext2d/closepath,2
web/api/canvasrenderingcontext2d/createconicgradient,3
web/api/canvasrenderingcontext2d/createimagedata,2
web/api/canvasrenderingcontext2d/createlineargradient,2
web/api/canvasrenderingcontext2d/createpattern,6
web/api/canvasrenderingcontext2d/createradialgradient,2
web/api/canvasrenderingcontext2d/direction,1
web/api/canvasrenderingcontext2d/drawfocusifneeded,0
web/api/canvasrenderingcontext2d/drawimage,4
web/api/canvasrenderingcontext2d/ellipse,1
web/api/canvasrenderingcontext2d/fill,0
web/api/canvasrenderingcontext2d/fillrect,0
web/api/canvasrenderingcontext2d/fillstyle,5
web/api/canvasrenderingcontext2d/filltext,2
web/api/canvasrenderingcontext2d/filter,0
web/api/canvasrenderingcontext2d/font,2
web/api/canvasrenderingcontext2d/fontkerning,3
web/api/canvasrenderingcontext2d/fontstretch,0
web/api/canvasrenderingcontext2d/fontvariantcaps,0
web/api/canvasrenderingcontext2d/getcontextattributes,0
web/api/canvasrenderingcontext2d/getimagedata,6
web/api/canvasrenderingcontext2d/getlinedash,0
web/api/canvasrenderingcontext2d/gettransform,0
web/api/canvasrenderingcontext2d/globalalpha,5
web/api/canvasrenderingcontext2d/globalcompositeoperation,11
web/api/canvasrenderingcontext2d/imagesmoothingenabled,3
web/api/canvasrenderingcontext2d/imagesmoothingquality,3
web/api/canvasrenderingcontext2d/iscontextlost,1
web/api/canvasrenderingcontext2d/ispointinpath,0
web/api/canvasrenderingcontext2d/ispointinstroke,0
web/api/canvasrenderingcontext2d/lang,3
web/api/canvasrenderingcontext2d/letterspacing,3
web/api/canvasrenderingcontext2d/linecap,4
web/api/canvasrenderingcontext2d/linedashoffset,1
web/api/canvasrenderingcontext2d/linejoin,4
web/api/canvasrenderingcontext2d/lineto,0
web/api/canvasrenderingcontext2d/linewidth,2
web/api/canvasrenderingcontext2d/measuretext,0
web/api/canvasrenderingcontext2d/miterlimit,2
web/api/canvasrenderingcontext2d/moveto,0
web/api/canvasrenderingcontext2d/putimagedata,4
web/api/canvasrenderingcontext2d/quadraticcurveto,0
web/api/canvasrenderingcontext2d/rect,0
web/api/canvasrenderingcontext2d/reset,0
web/api/canvasrenderingcontext2d/resettransform,0
web/api/canvasrenderingcontext2d/restore,0
web/api/canvasrenderingcontext2d/rotate,0
web/api/canvasrenderingcontext2d/roundrect,0
web/api/canvasrenderingcontext2d/save,0
web/api/canvasrenderingcontext2d/scale,0
web/api/canvasrenderingcontext2d/setlinedash,0
web/api/canvasrenderingcontext2d/settransform,0
web/api/canvasrenderingcontext2d/shadowblur,2
web/api/canvasrenderingcontext2d/shadowcolor,3
web/api/canvasrenderingcontext2d/shadowoffsetx,2
web/api/canvasrenderingcontext2d/shadowoffsety,2
web/api/canvasrenderingcontext2d/stroke,0
web/api/canvasrenderingcontext2d/strokerect,0
web/api/canvasrenderingcontext2d/strokestyle,4
web/api/canvasrenderingcontext2d/stroketext,2
web/api/canvasrenderingcontext2d/textalign,1
web/api/canvasrenderingcontext2d/textbaseline,3
web/api/canvasrenderingcontext2d/textrendering,5
web/api/canvasrenderingcontext2d/transform,0
web/api/canvasrenderingcontext2d/translate,0
web/api/canvasrenderingcontext2d/wordspacing,3
web/api/capturecontroller,null
web/api/capturecontroller/capturecontroller,null
web/api/capturecontroller/decreasezoomlevel,null
web/api/capturecontroller/forwardwheel,null
web/api/capturecontroller/getsupportedzoomlevels,null
web/api/capturecontroller/increasezoomlevel,null
web/api/capturecontroller/resetzoomlevel,null
web/api/capturecontroller/setfocusbehavior,null
web/api/capturecontroller/zoomlevel,null
web/api/capturecontroller/zoomlevelchange_event,null
web/api/caretposition,2
web/api/caretposition/getclientrect,null
web/api/caretposition/offset,null
web/api/caretposition/offsetnode,null
web/api/cdatasection,3
web/api/channel_messaging_api,0
web/api/channel_messaging_api/using_channel_messaging,null
web/api/channelmergernode,null
web/api/channelmergernode/channelmergernode,null
web/api/channelsplitternode,3
web/api/channelsplitternode/channelsplitternode,1
web/api/chapterinformation,null
web/api/chapterinformation/artwork,null
web/api/chapterinformation/starttime,null
web/api/chapterinformation/title,null
web/api/characterboundsupdateevent,1
web/api/characterboundsupdateevent/characterboundsupdateevent,0
web/api/characterboundsupdateevent/rangeend,0
web/api/characterboundsupdateevent/rangestart,0
web/api/characterdata,0
web/api/characterdata/after,4
web/api/characterdata/appenddata,1
web/api/characterdata/before,3
web/api/characterdata/data,3
web/api/characterdata/deletedata,3
web/api/characterdata/insertdata,3
web/api/characterdata/length,2
web/api/characterdata/nextelementsibling,1
web/api/characterdata/previouselementsibling,3
web/api/characterdata/remove,4
web/api/characterdata/replacedata,3
web/api/characterdata/replacewith,4
web/api/characterdata/substringdata,2
web/api/client,3
web/api/client/frametype,1
web/api/client/id,1
web/api/client/postmessage,8
web/api/client/type,1
web/api/client/url,4
web/api/clients,0
web/api/clients/claim,0
web/api/clients/get,0
web/api/clients/matchall,1
web/api/clients/openwindow,2
web/api/clipboard,0
web/api/clipboard/clipboardchange_event,0
web/api/clipboard/read,0
web/api/clipboard/readtext,0
web/api/clipboard/write,1
web/api/clipboard/writetext,0
web/api/clipboard_api,12
web/api/clipboardchangeevent,null
web/api/clipboardchangeevent/changeid,null
web/api/clipboardchangeevent/clipboardchangeevent,null
web/api/clipboardchangeevent/types,null
web/api/clipboardevent,1
web/api/clipboardevent/clipboarddata,2
web/api/clipboardevent/clipboardevent,1
web/api/clipboarditem,0
web/api/clipboarditem/clipboarditem,0
web/api/clipboarditem/gettype,0
web/api/clipboarditem/presentationstyle,0
web/api/clipboarditem/supports_static,0
web/api/clipboarditem/types,0
web/api/closeevent,2
web/api/closeevent/closeevent,2
web/api/closeevent/code,6
web/api/closeevent/reason,2
web/api/closeevent/wasclean,1
web/api/closewatcher,null
web/api/closewatcher/cancel_event,null
web/api/closewatcher/close,null
web/api/closewatcher/close_event,null
web/api/closewatcher/closewatcher,null
web/api/closewatcher/destroy,null
web/api/closewatcher/requestclose,null
web/api/coepviolationreport,null
web/api/commandevent,1
web/api/commandevent/command,0
web/api/commandevent/commandevent,0
web/api/commandevent/source,0
web/api/comment,1
web/api/comment/comment,2
web/api/compositionevent,2
web/api/compositionevent/compositionevent,2
web/api/compositionevent/data,2
web/api/compositionevent/initcompositionevent,3
web/api/compositionevent/locale,4
web/api/compression_streams_api,4
web/api/compressionstream,4
web/api/compressionstream/compressionstream,10
web/api/compressionstream/readable,5
web/api/compressionstream/writable,5
web/api/compute_pressure_api,null
web/api/console,0
web/api/console/assert_static,0
web/api/console/clear_static,0
web/api/console/count_static,0
web/api/console/countreset_static,0
web/api/console/debug_static,0
web/api/console/dir_static,0
web/api/console/dirxml_static,0
web/api/console/error_static,0
web/api/console/group_static,0
web/api/console/groupcollapsed_static,0
web/api/console/groupend_static,0
web/api/console/info_static,0
web/api/console/log_static,0
web/api/console/profile_static,0
web/api/console/profileend_static,0
web/api/console/table_static,0
web/api/console/time_static,0
web/api/console/timeend_static,0
web/api/console/timelog_static,0
web/api/console/timestamp_static,2
web/api/console/trace_static,0
web/api/console/warn_static,0
web/api/console_api,1
web/api/constantsourcenode,2
web/api/constantsourcenode/constantsourcenode,3
web/api/constantsourcenode/offset,2
web/api/contact_picker_api,7
web/api/contactaddress,6
web/api/contactaddress/addressline,null
web/api/contactaddress/city,null
web/api/contactaddress/country,null
web/api/contactaddress/dependentlocality,null
web/api/contactaddress/organization,null
web/api/contactaddress/phone,null
web/api/contactaddress/postalcode,null
web/api/contactaddress/recipient,null
web/api/contactaddress/region,null
web/api/contactaddress/sortingcode,null
web/api/contactaddress/tojson,null
web/api/contactsmanager,7
web/api/contactsmanager/getproperties,5
web/api/contactsmanager/select,10
web/api/content_index_api,null
web/api/contentindex,null
web/api/contentindex/add,null
web/api/contentindex/delete,null
web/api/contentindex/getall,null
web/api/contentindexevent,null
web/api/contentindexevent/contentindexevent,null
web/api/contentindexevent/id,null
web/api/contentvisibilityautostatechangeevent,1
web/api/contentvisibilityautostatechangeevent/contentvisibilityautostatechangeevent,2
web/api/contentvisibilityautostatechangeevent/skipped,1
web/api/convolvernode,null
web/api/convolvernode/buffer,null
web/api/convolvernode/convolvernode,null
web/api/convolvernode/normalize,null
web/api/cookie_store_api,6
web/api/cookiechangeevent,5
web/api/cookiechangeevent/changed,12
web/api/cookiechangeevent/cookiechangeevent,4
web/api/cookiechangeevent/deleted,11
web/api/cookiestore,0
web/api/cookiestore/change_event,3
web/api/cookiestore/delete,0
web/api/cookiestore/get,1
web/api/cookiestore/getall,1
web/api/cookiestore/set,0
web/api/cookiestoremanager,4
web/api/cookiestoremanager/getsubscriptions,4
web/api/cookiestoremanager/subscribe,7
web/api/cookiestoremanager/unsubscribe,6
web/api/countqueuingstrategy,1
web/api/countqueuingstrategy/countqueuingstrategy,2
web/api/countqueuingstrategy/highwatermark,1
web/api/countqueuingstrategy/size,1
web/api/crashreport,null
web/api/crashreportcontext,null
web/api/crashreportcontext/delete,null
web/api/crashreportcontext/initialize,null
web/api/crashreportcontext/set,null
web/api/createmonitor,null
web/api/createmonitor/downloadprogress_event,null
web/api/credential,5
web/api/credential/id,2
web/api/credential/isconditionalmediationavailable_static,null
web/api/credential/type,2
web/api/credential_management_api,1
web/api/credential_management_api/credential_types,0
web/api/credentialscontainer,0
web/api/credentialscontainer/create,3
web/api/credentialscontainer/get,7
web/api/credentialscontainer/preventsilentaccess,0
web/api/credentialscontainer/store,0
web/api/croptarget,null
web/api/croptarget/fromelement_static,null
web/api/crypto,8
web/api/crypto/getrandomvalues,5
web/api/crypto/randomuuid,3
web/api/crypto/subtle,2
web/api/cryptokey,3
web/api/cryptokey/algorithm,4
web/api/cryptokey/extractable,1
web/api/cryptokey/type,1
web/api/cryptokey/usages,2
web/api/cryptokeypair,1
web/api/cspviolationreport,null
web/api/cspviolationreport/blockedurl,null
web/api/cspviolationreport/columnnumber,null
web/api/cspviolationreport/disposition,null
web/api/cspviolationreport/documenturl,null
web/api/cspviolationreport/effectivedirective,null
web/api/cspviolationreport/linenumber,null
web/api/cspviolationreport/originalpolicy,null
web/api/cspviolationreport/referrer,null
web/api/cspviolationreport/sample,null
web/api/cspviolationreport/sourcefile,null
web/api/cspviolationreport/statuscode,null
web/api/css,0
web/api/css/escape_static,0
web/api/css/factory_functions_static,0
web/api/css/highlights_static,0
web/api/css/paintworklet_static,0
web/api/css/registerproperty_static,0
web/api/css/supports_static,2
web/api/css_custom_highlight_api,2
web/api/css_font_loading_api,0
web/api/css_object_model,3
web/api/css_object_model/css_declaration,0
web/api/css_object_model/css_declaration_block,6
web/api/css_object_model/css_value_serialization,null
web/api/css_object_model/determining_the_dimensions_of_elements,6
web/api/css_object_model/managing_screen_orientation,11
web/api/css_object_model/using_dynamic_styling_information,8
web/api/css_painting_api,0
web/api/css_painting_api/guide,0
web/api/css_properties_and_values_api,7
web/api/css_properties_and_values_api/guide,8
web/api/css_typed_om_api,2
web/api/css_typed_om_api/guide,1
web/api/cssanimation,0
web/api/cssanimation/animationname,0
web/api/cssconditionrule,null
web/api/cssconditionrule/conditiontext,null
web/api/csscontainerrule,6
web/api/csscontainerrule/conditions,null
web/api/csscontainerrule/containername,6
web/api/csscontainerrule/containerquery,4
web/api/csscounterstylerule,5
web/api/csscounterstylerule/additivesymbols,1
web/api/csscounterstylerule/fallback,1
web/api/csscounterstylerule/name,1
web/api/csscounterstylerule/negative,1
web/api/csscounterstylerule/pad,1
web/api/csscounterstylerule/prefix,1
web/api/csscounterstylerule/range,1
web/api/csscounterstylerule/speakas,1
web/api/csscounterstylerule/suffix,1
web/api/csscounterstylerule/symbols,1
web/api/csscounterstylerule/system,1
web/api/cssfontfacedescriptors,null
web/api/cssfontfacerule,11
web/api/cssfontfacerule/style,14
web/api/cssfontfeaturevaluesmap,null
web/api/cssfontfeaturevaluesmap/clear,null
web/api/cssfontfeaturevaluesmap/delete,null
web/api/cssfontfeaturevaluesmap/entries,null
web/api/cssfontfeaturevaluesmap/foreach,null
web/api/cssfontfeaturevaluesmap/get,null
web/api/cssfontfeaturevaluesmap/has,null
web/api/cssfontfeaturevaluesmap/keys,null
web/api/cssfontfeaturevaluesmap/set,null
web/api/cssfontfeaturevaluesmap/size,null
web/api/cssfontfeaturevaluesmap/symbol.iterator,null
web/api/cssfontfeaturevaluesmap/values,null
web/api/cssfontfeaturevaluesrule,8
web/api/cssfontfeaturevaluesrule/annotation,null
web/api/cssfontfeaturevaluesrule/charactervariant,null
web/api/cssfontfeaturevaluesrule/fontfamily,2
web/api/cssfontfeaturevaluesrule/ornaments,null
web/api/cssfontfeaturevaluesrule/styleset,null
web/api/cssfontfeaturevaluesrule/stylistic,null
web/api/cssfontfeaturevaluesrule/swash,null
web/api/cssfontpalettevaluesrule,5
web/api/cssfontpalettevaluesrule/basepalette,3
web/api/cssfontpalettevaluesrule/fontfamily,3
web/api/cssfontpalettevaluesrule/name,2
web/api/cssfontpalettevaluesrule/overridecolors,4
web/api/cssfunctiondeclarations,0
web/api/cssfunctiondeclarations/style,0
web/api/cssfunctiondescriptors,0
web/api/cssfunctiondescriptors/result,0
web/api/cssfunctionrule,0
web/api/cssfunctionrule/getparameters,0
web/api/cssfunctionrule/name,0
web/api/cssfunctionrule/returntype,0
web/api/cssgroupingrule,2
web/api/cssgroupingrule/cssrules,0
web/api/cssgroupingrule/deleterule,0
web/api/cssgroupingrule/insertrule,2
web/api/cssimagevalue,null
web/api/cssimportrule,5
web/api/cssimportrule/href,6
web/api/cssimportrule/layername,5
web/api/cssimportrule/media,3
web/api/cssimportrule/stylesheet,6
web/api/cssimportrule/supportstext,5
web/api/csskeyframerule,0
web/api/csskeyframerule/keytext,1
web/api/csskeyframerule/style,0
web/api/csskeyframesrule,0
web/api/csskeyframesrule/appendrule,1
web/api/csskeyframesrule/cssrules,5
web/api/csskeyframesrule/deleterule,3
web/api/csskeyframesrule/findrule,3
web/api/csskeyframesrule/length,1
web/api/csskeyframesrule/name,1
web/api/csskeywordvalue,3
web/api/csskeywordvalue/csskeywordvalue,2
web/api/csskeywordvalue/value,3
web/api/csslayerblockrule,2
web/api/csslayerblockrule/name,1
web/api/csslayerstatementrule,3
web/api/csslayerstatementrule/namelist,3
web/api/cssmathclamp,null
web/api/cssmathclamp/cssmathclamp,null
web/api/cssmathclamp/lower,null
web/api/cssmathclamp/upper,null
web/api/cssmathclamp/value,null
web/api/cssmathinvert,null
web/api/cssmathinvert/cssmathinvert,null
web/api/cssmathinvert/value,null
web/api/cssmathmax,null
web/api/cssmathmax/cssmathmax,null
web/api/cssmathmax/values,null
web/api/cssmathmin,null
web/api/cssmathmin/cssmathmin,null
web/api/cssmathmin/values,null
web/api/cssmathnegate,null
web/api/cssmathnegate/cssmathnegate,null
web/api/cssmathnegate/value,null
web/api/cssmathproduct,null
web/api/cssmathproduct/cssmathproduct,null
web/api/cssmathproduct/values,null
web/api/cssmathsum,null
web/api/cssmathsum/cssmathsum,null
web/api/cssmathsum/values,null
web/api/cssmathvalue,null
web/api/cssmathvalue/operator,null
web/api/cssmatrixcomponent,null
web/api/cssmatrixcomponent/cssmatrixcomponent,null
web/api/cssmatrixcomponent/matrix,null
web/api/cssmediarule,null
web/api/cssmediarule/media,null
web/api/cssnamespacerule,8
web/api/cssnamespacerule/namespaceuri,4
web/api/cssnamespacerule/prefix,5
web/api/cssnesteddeclarations,2
web/api/cssnesteddeclarations/style,2
web/api/cssnumericarray,null
web/api/cssnumericarray/entries,null
web/api/cssnumericarray/foreach,null
web/api/cssnumericarray/keys,null
web/api/cssnumericarray/length,null
web/api/cssnumericarray/values,null
web/api/cssnumericvalue,null
web/api/cssnumericvalue/add,null
web/api/cssnumericvalue/div,null
web/api/cssnumericvalue/equals,null
web/api/cssnumericvalue/max,null
web/api/cssnumericvalue/min,null
web/api/cssnumericvalue/mul,null
web/api/cssnumericvalue/parse_static,null
web/api/cssnumericvalue/sub,null
web/api/cssnumericvalue/to,null
web/api/cssnumericvalue/tosum,null
web/api/cssnumericvalue/type,null
web/api/cssom_view_api,1
web/api/cssom_view_api/coordinate_systems,0
web/api/csspagedescriptors,null
web/api/csspagerule,6
web/api/csspagerule/selectortext,3
web/api/csspagerule/style,9
web/api/cssperspective,null
web/api/cssperspective/cssperspective,null
web/api/cssperspective/length,null
web/api/csspositiontrydescriptors,0
web/api/csspositiontryrule,0
web/api/csspositiontryrule/name,0
web/api/csspositiontryrule/style,0
web/api/csspositionvalue,null
web/api/csspositionvalue/csspositionvalue,null
web/api/csspositionvalue/x,null
web/api/csspositionvalue/y,null
